Time MaxTime Xpos Ypos Zpos Xvel Yvel Zvel Mass 
1463041924844.4336 1576800000000 -1094843643579153.2 263909082735369.06 -149077669500358.16 -655.8793725163432 341.3367620157057 -84.60693786698789 5.836043893393303e+29
1463041924844.4336 1576800000000 -81118516210043.0 1759865721063573.8 2389214112880476.0 -24.24053984537912 1153.3427348413652 1556.0808788551717 1.0873071342611173e+29
1463041924844.4336 1576800000000 -2614362329205042.5 -830895204599762.0 426707261669202.9 -1714.8930621833135 -485.491478062504 286.6175564124948 1.9733593330691017e+29
1463041924844.4336 1576800000000 119421161752620.23 808533798850448.6 -224891741407500.53 149.1038959251164 797.282341557171 -674.6505973654241 3.4986389901675356e+29
1463041924844.4336 1576800000000 128916758365557.42 832628187018665.6 -160552534827186.25 -691.7877921331658 938.7582269140595 204.59508415513253 2.0504661544630406e+29
1463041924844.4336 1576800000000 -1102908986705003.5 231970929917026.5 -286038106384842.1 -531.5501448510553 -593.0718289706477 -26.840725175656893 9.954967679658952e+28
1463041924844.4336 1576800000000 -1076325999213840.9 271963334047495.38 -131054869219117.36 -352.8569671291846 -595.2403869512415 214.40569214732304 2.0141903255096508e+29
1463041924844.4336 1576800000000 -476003789138890.1 1371494779878202.0 573825089461241.4 -837.6031341643222 901.2483901405225 422.94812014592594 3.9243540980248085e+28
1463041924844.4336 1576800000000 -1117804337773476.0 217481760974431.53 -300352689253697.4 -922.1223206803925 501.9684877488424 -254.41967064202663 2.12008187532823e+29
1463041924844.4336 1576800000000 -1343802559450560.5 275794710149998.4 -540305822761103.25 -839.7861051961531 254.4522885308592 -395.3115616663312 2.467339178543752e+29
1463041924844.4336 1576800000000 -444790039599214.6 845778260832737.1 -1099493702107130.8 -279.8979265164018 546.4711194059685 -530.6178105931818 1.4281654288676308e+29
1463041924844.4336 1576800000000 132046531376907.7 839921834635174.1 -226519460425149.22 101.7010627879512 120.65185237127282 254.26289795162276 3.3446218044801955e+29
1463041924844.4336 1576800000000 1556904139447155.8 -723354596334950.8 -1259330772654925.2 984.0101918613695 -429.40438141098787 -885.1874962335611 7.56766206122514e+28
1463041924844.4336 1576800000000 -431126313759482.06 1340284985219492.8 555717449976068.0 -270.80454319471147 765.938918611133 238.44849279585046 2.5106416370809052e+29
1463041924844.4336 1576800000000 -1104500573848359.2 246566296581333.4 -114161373271540.17 -813.562082936286 740.9432751909418 -754.5757402578951 1.1266615359964821e+29
