Time MaxTime Xpos Ypos Zpos Xvel Yvel Zvel Mass 
9460803705171.053 9460800000000 -6342054921264976.0 1917137718742191.5 -1728472220586356.8 -24.756500312370424 148.6412272869026 -170.62352478814697 5.836043893393303e+29
9460803705171.053 9460800000000 -309144550472836.3 1.0914122618030944e+16 1.4668830181355328e+16 -29.823936274058788 1141.614918270658 1528.8158580647003 1.0873071342611173e+29
9460803705171.053 9460800000000 -1.6120396859956404e+16 -4564708575245681.0 2640095974575568.5 -1680.37338796809 -461.3006684636529 273.78911642726206 1.9733593330691017e+29
9460803705171.053 9460800000000 -936910816419353.0 5281071911425002.0 -1156979711957065.8 -812.1051612082879 344.07232747137664 522.8376210839428 3.4986389901675356e+29
9460803705171.053 9460800000000 -970088818168500.6 5274910311633891.0 -1134227466961550.5 -301.2748412429732 888.1726903508608 -459.8905809283176 2.0504661544630406e+29
9460803705171.053 9460800000000 -6240455100817475.0 1925687678062890.0 -1584426708308013.8 -507.6009984330388 102.23285788520606 -760.4873346920098 9.954967679658952e+28
9460803705171.053 9460800000000 -6340213369829749.0 1923382795312062.5 -1734001448365156.2 -2697.280967426833 761.0271905790751 -3.5134974973236073 2.0141903255096508e+29
9460803705171.053 9460800000000 -3190258862836179.0 7058495599448583.0 2066129179443057.0 -9.121266125498341 589.1809011863413 48.026974089120436 3.9243540980248085e+28
9460803705171.053 9460800000000 -6488908617468213.0 2081430940457044.0 -1264613742830984.8 -795.1301522739435 393.82183099442835 48.54984632305736 2.12008187532823e+29
9460803705171.053 9460800000000 -6195627066195436.0 1917110483109937.5 -1652685122440845.5 -280.03620471026363 -93.50217280757977 -218.04634407280886 2.467339178543752e+29
9460803705171.053 9460800000000 -2734150460050632.5 4932485317863664.0 -4363525828782865.5 -287.90480838924157 498.16607264645705 -358.89971656663545 1.4281654288676308e+29
9460803705171.053 9460800000000 -964679054009749.2 5270400001229140.0 -1170116316188875.5 603.8746003678631 553.9598650002405 -576.7509124490264 3.3446218044801955e+29
9460803705171.053 9460800000000 9279101871348740.0 -4061966811952059.5 -8260891221806147.0 959.7330986961016 -413.88422675917735 -872.2050296010867 7.56766206122514e+28
9460803705171.053 9460800000000 -3110442710972381.5 7064119836951934.0 2043230621911580.5 -379.9044139876648 704.7703041638737 172.1933122959646 2.5106416370809052e+29
9460803705171.053 9460800000000 -6166021344284142.0 2260991171431970.0 -766071907104809.2 -668.1411473200926 143.43731684540012 -171.17140856977065 1.1266615359964821e+29
