Time MaxTime Xpos Ypos Zpos Xvel Yvel Zvel Mass 
4617170031599.097 6307200000000 -3175621839655597.0 889822789925462.0 -771153673127607.2 -627.3755148138575 157.252160644304 155.1785014086405 5.836043893393303e+29
4617170031599.097 6307200000000 -166908793450095.53 5380023188165580.0 7253603899031285.0 -28.637611052164846 1143.972007848596 1534.2012500757571 1.0873071342611173e+29
4617170031599.097 6307200000000 -7968098810481099.0 -2321455419747453.0 1309239783818493.5 -1687.3363912729485 -466.0508889595056 276.3144888250627 1.9733593330691017e+29
4617170031599.097 6307200000000 -235942583315483.88 2597113776374788.0 -602278607961932.6 -143.4593355085376 1034.2112694537807 36.27629676007668 3.4986389901675356e+29
4617170031599.097 6307200000000 -145567493377971.62 2590728867749540.0 -580362434597542.4 1.7842774174735065 405.05648865222923 323.1649364180095 2.0504661544630406e+29
4617170031599.097 6307200000000 -3112196520060618.5 887793560107317.1 -694744657636783.4 -247.4126274525366 -429.0282060840889 466.95569096730947 9.954967679658952e+28
4617170031599.097 6307200000000 -3161156042563763.5 883601194674380.4 -771883810427741.6 -660.2947398324869 773.6635083772268 -825.6825253594675 2.0141903255096508e+29
4617170031599.097 6307200000000 -1603027904634317.8 3704559964660437.0 1264100309184101.2 -485.58665506261235 666.998276171195 223.48846855581397 3.9243540980248085e+28
4617170031599.097 6307200000000 -3686182914014647.5 1168745074773207.2 -748246536477011.6 -811.2105939408426 322.08103950455734 -250.40538525990755 2.12008187532823e+29
4617170031599.097 6307200000000 -3070860977411836.5 736832319550137.9 -1044941904745014.6 -712.1712532248407 84.22317123104153 -493.2711552685931 2.467339178543752e+29
4617170031599.097 6307200000000 -1341945665688081.8 2496683576960875.5 -2527978067760804.0 -286.51166996293915 510.1537841805383 -407.7343404888396 1.4281654288676308e+29
4617170031599.097 6307200000000 -252471563228154.6 2618882715360309.5 -576105897972631.9 -212.97504652609234 148.81384608378687 -549.9346736506521 3.3446218044801955e+29
4617170031599.097 6307200000000 4621254447950269.0 -2051654465514287.0 -4031179248970074.0 964.6324897629413 -416.88076937476137 -874.8628627779126 7.56766206122514e+28
4617170031599.097 6307200000000 -1497471480980281.0 3672136231693363.0 1228730919880066.5 -312.3531728739651 721.4110389852556 179.82815021380526 2.5106416370809052e+29
4617170031599.097 6307200000000 -3174259086004947.5 871158297452983.2 -232506756465937.1 -623.0872399461525 158.98612757126637 -326.09731593495087 1.1266615359964821e+29
