Time MaxTime Xpos Ypos Zpos Xvel Yvel Zvel Mass 
1068690762891.1035 946080000000 -828574136225151.2 176610787335069.88 -150993978825625.16 -479.6666204494673 243.15216308163022 -202.54367003068106 5.836043893393303e+29
1068690762891.1035 946080000000 -71908313333866.16 1303157835593319.0 1772149197355453.2 -22.18213447924342 1158.1346309503692 1567.5047291906008 1.0873071342611173e+29
1068690762891.1035 946080000000 -1934062665853076.2 -637177608885680.4 312470813034632.7 -1728.9013212851173 -495.8175664307719 291.97270194681124 1.9733593330691017e+29
1068690762891.1035 946080000000 139385600652435.3 588152489775132.6 -187199398105724.22 527.0130330593399 990.7195934257616 -50.73799120424665 3.4986389901675356e+29
1068690762891.1035 946080000000 133976540226095.25 621534127435014.0 -121371864559283.75 -666.6839629391784 880.2669769777392 -276.3747349954842 2.0504661544630406e+29
1068690762891.1035 946080000000 -903820472849339.2 229832396130757.4 -247668212039423.12 -401.9326825870997 62.155312256794936 524.7459513429096 9.954967679658952e+28
1068690762891.1035 946080000000 -817190533530537.1 155725346830040.62 -165302978039196.56 -1201.6429130782542 32.24895418344503 67.50340558463448 2.0141903255096508e+29
1068690762891.1035 946080000000 -400904746170506.75 1045999049049345.2 480595212515768.0 -331.28373226760675 722.9774306701552 270.61236015076673 3.9243540980248085e+28
1068690762891.1035 946080000000 -857440458826532.8 235711237846523.3 -62688796330360.37 -359.25990774669475 152.25101551696594 -0.19955373538541188 2.12008187532823e+29
1068690762891.1035 946080000000 -982712934210442.1 174909571997297.72 -346522800668990.75 -1018.1072472744944 248.6629238409738 -627.9082034359539 2.467339178543752e+29
1068690762891.1035 946080000000 -334672886697975.9 627171537795887.5 -881345241712238.4 -277.06155148950756 560.817648121231 -576.7646446849068 1.4281654288676308e+29
1068690762891.1035 946080000000 159414262727111.34 591867894756621.8 -159885062594700.53 -229.59389392521572 -28.606029630742494 -110.3301125358526 3.3446218044801955e+29
1068690762891.1035 946080000000 1166214757163523.8 -552437874596523.7 -908543654821616.5 993.9159681290685 -436.1665404503745 -890.3403145742896 7.56766206122514e+28
1068690762891.1035 946080000000 -283475683029355.9 1026800133058946.2 443775147987644.94 -353.0564525692298 826.5024326864602 295.84671867371003 2.5106416370809052e+29
1068690762891.1035 946080000000 -852283697757119.6 160437377822985.16 -85394490598951.22 -1208.5864414587693 95.35816269269199 -350.477183262528 1.1266615359964821e+29
