Time MaxTime Xpos Ypos Zpos Xvel Yvel Zvel Mass 
3040213482502.531 3153600000000 -2157728235210089.0 579388743478765.5 -465509406158131.5 -786.0708754911061 133.78576759965608 -97.38568025065656 5.836043893393303e+29
3040213482502.531 3153600000000 -122496803515039.56 3573071030394376.0 4828736156264068.0 -27.49737333659374 1146.2985942528442 1539.5741868254377 1.0873071342611173e+29
3040213482502.531 3153600000000 -5300522715965790.0 -1582713837375626.2 871447026945793.6 -1694.2166629463366 -470.80513902375446 278.8473747479187 1.9733593330691017e+29
3040213482502.531 3153600000000 -25053143031122.9 1692293860211365.0 -403944902752461.5 -142.41957416702576 336.1709821549256 -96.2101791038531 3.4986389901675356e+29
3040213482502.531 3153600000000 19794021604240.887 1745588507897029.8 -415613625546044.4 322.5735926678953 773.3994758787197 512.9908639454229 2.0504661544630406e+29
3040213482502.531 3153600000000 -2122924862788504.0 196687940394206.6 -656896893234235.0 -756.1694124786546 130.6515702509422 -265.7148782835168 9.954967679658952e+28
3040213482502.531 3153600000000 -2117301477238364.0 557570504391191.06 -453242036868385.44 -1075.227126080868 351.43710181589466 -296.6535384560631 2.0141903255096508e+29
3040213482502.531 3153600000000 -1051149448051041.5 2565992021043646.0 949181781553338.4 -611.066585005193 731.2023291286569 288.039121387273 3.9243540980248085e+28
3040213482502.531 3153600000000 -2143297008883393.2 606697774298526.8 -463035316644789.0 5.4536339168921195 320.1435852339783 -444.07664183103043 2.12008187532823e+29
3040213482502.531 3153600000000 -2432074588780943.0 649394763285423.0 -856672302398260.5 -561.0046280140382 212.68138803239827 -35.25193733537446 2.467339178543752e+29
3040213482502.531 3153600000000 -891009749483185.9 1684147780679571.2 -1857869320806547.5 -284.7019062306114 520.7608612602921 -445.3240976097226 1.4281654288676308e+29
3040213482502.531 3153600000000 -42910349655854.3 1738102272908216.2 -387646430445518.7 -354.1564106492581 669.1214087015456 -530.1866572872991 3.3446218044801955e+29
3040213482502.531 3153600000000 3095616553755008.5 -1391694765096230.8 -2648733308889143.0 969.4613460415369 -419.90519991867836 -877.461149198763 7.56766206122514e+28
3040213482502.531 3153600000000 -967543877263051.5 2530564747447897.0 919719972031759.0 -297.5208105554051 734.9065315437648 197.0300302946962 2.5106416370809052e+29
3040213482502.531 3153600000000 -2192799748357692.5 627676535870069.6 14960890253628.346 -629.3955508701293 158.0909962632097 31.440081013939004 1.1266615359964821e+29
