Time MaxTime Xpos Ypos Zpos Xvel Yvel Zvel Mass 
534445218659.4395 1068630849537.1227 -467868895897941.8 79504006106808.81 -93271975034547.6 -1080.8118564982012 336.38362499875893 -64.08592565513133 5.836043893393303e+29
534445218659.4395 1068630849537.1227 -61406168449146.14 681022900583134.6 926368735258692.6 -16.13304005246279 1174.6931037875333 1607.9258625329485 1.0873071342611173e+29
534445218659.4395 1068630849537.1227 -1000362341862389.5 -364484364071264.4 152603621137246.56 -1776.9344249528574 -533.6530506483906 310.4426818544966 1.9733593330691017e+29
534445218659.4395 1068630849537.1227 154759474096469.03 264486146548005.0 -94679229977049.05 235.17582214546064 919.7028232814621 67.81938720261229 3.4986389901675356e+29
534445218659.4395 1068630849537.1227 66177948014130.21 287790116028666.4 -120240761933126.95 18.74105202556709 555.5793838568246 -629.1441035071248 2.0504661544630406e+29
534445218659.4395 1068630849537.1227 -591536070362044.8 13060489070478.963 -274121346830065.4 -796.9301097084347 415.64786516533246 -339.7799643092021 9.954967679658952e+28
534445218659.4395 1068630849537.1227 -501135433174569.44 142477257911273.0 -91539989560083.84 -24.79584884877012 172.90183523200778 -232.81608884315366 2.0141903255096508e+29
534445218659.4395 1068630849537.1227 -182802133202075.84 572202351869456.0 292900939943191.9 -46.512203961456855 788.9504958141669 264.82536497544953 3.9243540980248085e+28
534445218659.4395 1068630849537.1227 -449235237501190.5 101494198324249.03 -23098000930115.992 -263.95665970241066 758.0637876949609 -616.6240190218581 2.12008187532823e+29
534445218659.4395 1068630849537.1227 -468352194386339.2 111456491264246.28 -45758537512280.05 -524.045595554603 -871.1160232622512 -428.41934211629143 2.467339178543752e+29
534445218659.4395 1068630849537.1227 -188445227436152.94 318776120714276.56 -544689910974504.94 -269.3417375767971 599.8001982502907 -705.0273642906192 1.4281654288676308e+29
534445218659.4395 1068630849537.1227 180954591772861.34 299498476888201.7 -74766775341599.33 -116.14258509983088 282.08877218378205 -41.23186404431926 3.3446218044801955e+29
534445218659.4395 1068630849537.1227 628046058743048.1 -314269043862667.5 -429289669366164.06 1028.355937410047 -461.29866008222285 -907.4893645535807 7.56766206122514e+28
534445218659.4395 1068630849537.1227 -100363854326176.72 578363359524581.6 272154780716675.16 -399.7067251579828 909.4542063542146 386.9477340287486 2.5106416370809052e+29
534445218659.4395 1068630849537.1227 -455775741449373.3 112277673439065.11 -48386769320847.29 -1738.7405978557222 59.957111161361894 926.6635666422376 1.1266615359964821e+29
