Time MaxTime Xpos Ypos Zpos Xvel Yvel Zvel Mass 
5915787153569.095 15768000000000 -4469753218141589.0 1043820737703623.2 -608065638843021.2 -208.41540011188502 -481.7270238614709 -59.49651539424257 5.836043893393303e+29
5915787153569.095 15768000000000 -204349495746307.25 6861534145835303.0 9239843284552090.0 -29.135203155031657 1142.942750825534 1531.893629056901 1.0873071342611173e+29
5915787153569.095 15768000000000 -1.015219122596211e+16 -2923720649342214.5 1666386252758589.8 -1684.2590455987042 -463.8815946295549 275.204604690512 1.9733593330691017e+29
5915787153569.095 15768000000000 -414261043100058.7 3311002370100238.0 -724854301859706.2 -52.12964883205355 1014.2185425062819 -209.8204700186789 3.4986389901675356e+29
5915787153569.095 15768000000000 -408850891463325.94 3315306239388714.5 -793652290435469.1 340.7513464313842 302.05920724150883 -616.33907426089 2.0504661544630406e+29
5915787153569.095 15768000000000 -4466020313318673.5 1046071954076022.6 -617496428110495.4 25.355302153972026 77.07624911315104 -1471.8507330588313 9.954967679658952e+28
5915787153569.095 15768000000000 -2535076401318171.0 1730265325160074.5 -4405698433020361.5 -170.80872637365388 401.1684608506281 -1239.4574850116458 2.0141903255096508e+29
5915787153569.095 15768000000000 -1978885914176873.2 4618192787149003.0 1480343294325517.8 -861.6736542435845 846.1494648023561 349.2491442524445 3.9243540980248085e+28
5915787153569.095 15768000000000 -4474017278386431.5 1041350345080431.8 -612537544725967.0 -2467.979750367845 1986.5270756604612 986.8677181015452 2.12008187532823e+29
5915787153569.095 15768000000000 -4882249898174943.0 898463411870837.6 -428873328409497.0 -1009.4933882401114 180.91323748860043 -199.98715360940918 2.467339178543752e+29
5915787153569.095 15768000000000 -1715117139815070.8 3150277247544914.0 -3048808156259991.0 -288.04377458987625 502.060935400383 -394.4804548244652 1.4281654288676308e+29
5915787153569.095 15768000000000 -390609663955264.1 3337458744315553.5 -716429043659716.2 -540.570377323483 224.97343650588672 288.8272552696796 3.3446218044801955e+29
5915787153569.095 15768000000000 5869722170161303.0 -2590883534965701.0 -5163991062421729.0 962.5743542806998 -415.5763435572435 -873.7727557237382 7.56766206122514e+28
5915787153569.095 15768000000000 -1938643845331685.0 4588778004432060.0 1464663940958243.5 -250.00409733830122 680.5756407308492 147.46760832229054 2.5106416370809052e+29
5915787153569.095 15768000000000 -1730359061144108.5 1942296401992499.5 967285307459829.6 -78.17326761864527 402.4254381382597 267.26663620318726 1.1266615359964821e+29
