8,2,3
8,0,0
8,0,0
8,4,3
8,0,0
8,4,3
8,0,0
8,2,3
8,6,0
8,0,0
8,4,3
8,0,0
8,4,3
8,2,0
8,4,0
8,0,0
8,2,0
8,4,3
8,4,3
8,0,0
8,4,3
8,2,0
8,4,0
8,2,0
8,4,0
8,6,3
8,0,0
8,2,0
8,4,3
8,2,3
8,2,3
8,2,3
8,2,0
8,0,0
8,0,0
8,0,0
8,0,0
8,2,0
8,0,0
8,2,3
8,2,0
8,2,0
8,4,0
8,4,3
8,2,3
8,6,0
8,4,3
8,0,0
8,6,3
8,2,3
8,0,0
8,2,0
8,2,3
8,4,3
8,4,0
8,4,0
8,2,3
8,4,0
8,2,3
8,0,0
8,2,3
8,2,0
8,0,0
8,0,0
8,0,0
8,2,0
8,4,3
8,2,0
8,2,0
8,2,0
8,0,0
8,2,0
8,0,0
8,2,0
8,6,0
8,0,0
8,0,0
8,2,0
8,4,0
8,2,3
8,2,0
8,4,0
8,0,0
8,4,0
8,4,3
8,0,0
8,2,0
8,4,0
8,2,0
8,4,3
8,0,0
8,2,0
8,2,0
8,0,0
8,2,0
8,4,0
8,2,3
8,2,3
8,2,0
8,2,0
8,0,0
