6,0,0
6,2,0
6,2,3
6,0,0
6,4,0
6,0,0
6,0,0
6,0,0
6,2,0
6,2,3
6,2,3
6,2,3
6,0,0
6,2,0
6,4,3
6,0,0
6,0,0
6,2,3
6,2,3
6,2,0
6,4,3
6,4,3
6,2,0
6,2,3
6,2,3
6,0,0
6,2,0
6,2,0
6,0,0
6,2,3
6,2,0
6,6,0
6,4,3
6,4,3
6,2,0
6,4,0
6,2,3
6,0,0
6,2,3
6,4,0
6,2,0
6,2,3
6,2,3
6,0,0
6,2,3
6,4,0
6,0,0
6,2,3
6,4,0
6,0,0
6,0,0
6,2,0
6,6,0
6,2,3
6,0,0
6,2,0
6,0,0
6,2,3
6,6,0
6,2,3
6,2,0
6,0,0
6,2,3
6,4,0
6,4,0
6,4,3
6,2,3
6,2,0
6,0,0
6,0,0
6,2,3
6,2,3
6,2,3
6,2,3
6,2,0
6,2,3
6,0,0
6,2,3
6,4,0
6,0,0
6,2,0
6,0,0
6,0,0
6,4,0
6,4,0
6,0,0
6,2,0
6,4,0
6,4,3
6,2,0
6,0,0
6,2,0
6,4,3
6,6,0
6,2,0
6,2,0
6,4,0
6,6,0
6,2,3
6,4,0
6,2,3
